Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Broker_Status__c,Broker_Tier__c,Employment_Status_Borrower_2__c,Employment_Status__c,Mortgage_Position__c,Mortgage_Purpose__c,Occupancy_Type__c,Property_Type__c,Stage__c,Amount__c,Client_Risk_Rating__c,Credit_Score_Borrower_2__c,Credit_Score__c,Current_Term_In_Months__c,Global_Debt_Servicing_Ratio__c,Interest_Rate__c,Loan_Id__c,Loan_To_Value__c,Self_Employed__c,Total_Debt_Servicing_Ratio__c
a00QL00000DNiQMYA1,005QL00000BrRBpYAN,,Loan-0000003381,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Salary,Other,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,Approved,1000171,4,786,434,46,84.1,7.19,a006g000002FDO2AAO,64,,85.1
a00QL00000DNiQNYA1,005QL00000BrRBpYAN,,Loan-0000003382,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Pension,Pension,3,Refinance,Rent To Own,Semi-detached,Approved,1353333,3,578,563,48,8.7,7.09,a006g000002FDO3AAO,6,,20.7
a00QL00000DNiQOYA1,005QL00000BrRBpYAN,,Loan-0000003383,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Other,Pension,1,Purchase,Owner,Row,Declined,496762,2,441,837,13,47.7,6.17,a006g000002FDO4AAO,31,,52.4
a00QL00000DNiQPYA1,005QL00000BrRBpYAN,,Loan-0000003384,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Hourly,Other,2,Refinance,Rental,Apartment High Rise,Declined,718703,4,689,494,26,25.2,4.88,a006g000002FDO5AAO,26,,77.5
a00QL00000DNiQQYA1,005QL00000BrRBpYAN,,Loan-0000003385,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Salary,Hourly,1,Equity Takeout,Rent To Own,Semi-detached,Declined,831368,4,543,796,5,14.8,9.75,a006g000002FDO6AAO,43,,76.9
a00QL00000DNiQRYA1,005QL00000BrRBpYAN,,Loan-0000003386,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Pension,Other,3,Purchase Rent to Own,Rent To Own,Semi-detached,Declined,1356258,4,687,421,8,87.9,4.81,a006g000002FDO7AAO,65,,88.6
a00QL00000DNiQSYA1,005QL00000BrRBpYAN,,Loan-0000003387,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Self-employed,Self-employed,3,Purchase Rent to Own,Rental,Row,Declined,831916,3,507,576,29,87.2,4.66,a006g000002FDO8AAO,8,1,97.1
a00QL00000DNiQTYA1,005QL00000BrRBpYAN,,Loan-0000003388,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Salary,Other,3,Purchase,Rental,Single,Declined,539601,5,569,639,0,76.8,5.66,a006g000002FDO9AAO,65,,83.2
a00QL00000DNiQUYA1,005QL00000BrRBpYAN,,Loan-0000003389,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Salary,Salary,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,Declined,1429949,4,641,836,32,46.6,8.6,a006g000002FDOAAA4,10,,46.9
a00QL00000DNiQVYA1,005QL00000BrRBpYAN,,Loan-0000003390,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Commissions,Salary,3,Equity Takeout,Owner,Apartment Low Rise,Declined,365364,3,623,888,58,77.2,7.5,a006g000002FDOBAA4,25,,91.7
a00QL00000DNiQWYA1,005QL00000BrRBpYAN,,Loan-0000003391,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Hourly,Self-employed,3,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,Declined,235305,4,741,430,6,8.3,5.26,a006g000002FDOCAA4,42,1,19.8
a00QL00000DNiQXYA1,005QL00000BrRBpYAN,,Loan-0000003392,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Salary,Hourly,1,Purchase Rent to Own,Owner,Apartment Low Rise,Declined,211679,3,819,543,33,64.3,7.16,a006g000002FDODAA4,70,,72.7
a00QL00000DNiQYYA1,005QL00000BrRBpYAN,,Loan-0000003393,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Contract,Self-employed,2,Purchase,Rent To Own,Semi-detached,Declined,1053521,2,807,494,57,52.5,7.04,a006g000002FDOEAA4,54,1,62.2
a00QL00000DNiQZYA1,005QL00000BrRBpYAN,,Loan-0000003394,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Hourly,Hourly,2,Refinance,Rental,Semi-detached,Approved,1093543,4,810,460,49,78.5,7.73,a006g000002FDOFAA4,34,,83.9
a00QL00000DNiQaYAL,005QL00000BrRBpYAN,,Loan-0000003395,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Hourly,Contract,1,Purchase Rent to Own,Rent To Own,Row,Approved,1443708,3,435,695,5,95.7,4.54,a006g000002FDOGAA4,36,,99.3
a00QL00000DNiQbYAL,005QL00000BrRBpYAN,,Loan-0000003396,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Salary,Self-employed,3,Refinance,Rental,Semi-detached,Declined,154030,2,558,782,3,66.4,9.23,a006g000002FDOHAA4,28,1,73.7
a00QL00000DNiQcYAL,005QL00000BrRBpYAN,,Loan-0000003397,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Pension,Commissions,1,Refinance for Debt Consolidation,Rental,Row,Declined,1392522,4,553,570,55,23.4,5.78,a006g000002FDOIAA4,36,,37.7
a00QL00000DNiQdYAL,005QL00000BrRBpYAN,,Loan-0000003398,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Other,Commissions,3,Equity Takeout,Rental,Single,Declined,491272,3,900,765,22,47.8,8.46,a006g000002FDOJAA4,32,,71.7
a00QL00000DNiQeYAL,005QL00000BrRBpYAN,,Loan-0000003399,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Other,Pension,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,Declined,1430769,4,882,489,31,24.9,6.98,a006g000002FDOKAA4,7,,59.5
a00QL00000DNiQfYAL,005QL00000BrRBpYAN,,Loan-0000003400,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Self-employed,Hourly,1,Purchase Rent to Own,Owner,Apartment High Rise,Declined,1049654,3,721,757,45,15.9,4.9,a006g000002FDOLAA4,13,,80.3
a00QL00000DNiQgYAL,005QL00000BrRBpYAN,,Loan-0000003401,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Salary,Hourly,2,Equity Takeout,Owner,Row,Declined,803139,3,512,411,9,57.4,7.79,a006g000002FDOMAA4,40,,64.8
a00QL00000DNiQhYAL,005QL00000BrRBpYAN,,Loan-0000003402,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Hourly,Other,3,Equity Takeout,Rental,Apartment High Rise,Declined,695614,5,621,848,43,32.2,8.87,a006g000002FDONAA4,41,,45.5
a00QL00000DNiQiYAL,005QL00000BrRBpYAN,,Loan-0000003403,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Pension,Commissions,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,Declined,1387973,4,628,415,22,42.4,5.64,a006g000002FDOOAA4,73,,88.6
a00QL00000DNiQjYAL,005QL00000BrRBpYAN,,Loan-0000003404,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Non Key Account,Self-employed,Contract,3,Purchase,Rental,Apartment High Rise,Declined,934024,4,669,485,23,93.3,8.75,a006g000002FDOPAA4,62,,93.9
a00QL00000DNiQkYAL,005QL00000BrRBpYAN,,Loan-0000003405,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Contract,Pension,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,Declined,1081336,2,758,778,55,6.6,8.38,a006g000002FDOQAA4,43,,48.8
a00QL00000DNiQlYAL,005QL00000BrRBpYAN,,Loan-0000003406,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Non Key Account,Other,Other,2,Refinance for Debt Consolidation,Rental,Apartment High Rise,Declined,1015094,5,512,860,14,12.5,4.77,a006g000002FDORAA4,5,,33.1
a00QL00000DNiQmYAL,005QL00000BrRBpYAN,,Loan-0000003407,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Contract,Pension,1,Purchase Rent to Own,Rental,Apartment High Rise,Declined,546376,4,564,807,54,22.6,6.17,a006g000002FDOSAA4,41,,97.4
a00QL00000DNiQnYAL,005QL00000BrRBpYAN,,Loan-0000003408,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Self-employed,Pension,3,Refinance for Debt Consolidation,Rent To Own,Single,Declined,333072,4,709,792,53,37.7,4.19,a006g000002FDOTAA4,15,,99.5
a00QL00000DNiQoYAL,005QL00000BrRBpYAN,,Loan-0000003409,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Pension,Self-employed,2,Purchase,Owner,Semi-detached,Declined,1082142,4,402,622,21,47.9,8.04,a006g000002FDOUAA4,54,1,75.8
a00QL00000DNiQpYAL,005QL00000BrRBpYAN,,Loan-0000003410,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Commissions,Contract,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,Approved,1160059,3,714,557,55,59.1,6.38,a006g000002FDOVAA4,49,,93.3
a00QL00000DNiQqYAL,005QL00000BrRBpYAN,,Loan-0000003411,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Other,Contract,3,Purchase,Rent To Own,Apartment Low Rise,Declined,592796,2,885,646,38,92.1,4.5,a006g000002FDOWAA4,48,,99
a00QL00000DNiQrYAL,005QL00000BrRBpYAN,,Loan-0000003412,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Hourly,Contract,3,Purchase Rent to Own,Rental,Apartment High Rise,Declined,808880,2,485,621,24,10.7,6.81,a006g000002FDOXAA4,69,,72.2
a00QL00000DNiQsYAL,005QL00000BrRBpYAN,,Loan-0000003413,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Pension,Pension,1,Refinance,Rental,Semi-detached,Declined,304601,4,869,698,55,41,4.39,a006g000002FDOYAA4,26,,47.7
a00QL00000DNiQtYAL,005QL00000BrRBpYAN,,Loan-0000003414,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Self-employed,Pension,3,Refinance,Rental,Apartment Low Rise,Approved,730250,7,622,647,29,36.3,6.76,a006g000002FDOZAA4,11,,42.4
a00QL00000DNiQuYAL,005QL00000BrRBpYAN,,Loan-0000003415,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Salary,Contract,1,Refinance,Rental,Semi-detached,Declined,759704,3,663,855,19,19.2,6.97,a006g000002FDOaAAO,14,,50.1
a00QL00000DNiQvYAL,005QL00000BrRBpYAN,,Loan-0000003416,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Other,Contract,2,Purchase,Rent To Own,Apartment High Rise,Declined,357931,3,891,834,18,33.3,6.12,a006g000002FDObAAO,12,,45.8
a00QL00000DNiQwYAL,005QL00000BrRBpYAN,,Loan-0000003417,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Pension,Self-employed,2,Purchase,Owner,Apartment Low Rise,Declined,547702,4,848,478,34,70.2,4.33,a006g000002FDOcAAO,66,1,81.6
a00QL00000DNiQxYAL,005QL00000BrRBpYAN,,Loan-0000003418,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Non Key Account,Other,Other,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,Declined,1492222,5,862,654,44,65.5,4.28,a006g000002FDOdAAO,51,,86.5
a00QL00000DNiQyYAL,005QL00000BrRBpYAN,,Loan-0000003419,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Commissions,Commissions,1,Purchase,Owner,Semi-detached,Declined,862452,3,870,763,40,43,6.35,a006g000002FDOeAAO,68,,94.1
a00QL00000DNiQzYAL,005QL00000BrRBpYAN,,Loan-0000003420,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Hourly,Contract,3,Refinance for Debt Consolidation,Rent To Own,Single,Approved,412038,4,721,464,22,11,6.07,a006g000002FDOfAAO,25,,84.6
a00QL00000DNiR0YAL,005QL00000BrRBpYAN,,Loan-0000003421,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Salary,Commissions,2,Refinance,Rental,Single,Declined,1296358,4,613,542,43,24,6.05,a006g000002FDOgAAO,29,,71.9
a00QL00000DNiR1YAL,005QL00000BrRBpYAN,,Loan-0000003422,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Contract,Salary,2,Refinance for Debt Consolidation,Rental,Semi-detached,Declined,818894,5,592,590,10,88.2,9.57,a006g000002FDOhAAO,14,,92.1
a00QL00000DNiR2YAL,005QL00000BrRBpYAN,,Loan-0000003423,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Hourly,Commissions,3,Refinance for Debt Consolidation,Rent To Own,Single,Approved,820496,3,792,715,5,81.5,7.29,a006g000002FDOiAAO,31,,85.4
a00QL00000DNiR3YAL,005QL00000BrRBpYAN,,Loan-0000003424,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Deactivated,Key Account,Other,Contract,1,Purchase Rent to Own,Owner,Apartment Low Rise,Declined,316086,4,448,542,54,54.3,9.17,a006g000002FDOjAAO,70,,83.8
a00QL00000DNiR4YAL,005QL00000BrRBpYAN,,Loan-0000003425,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Pension,Self-employed,2,Purchase Rent to Own,Owner,Apartment High Rise,Declined,1018932,3,453,671,48,49.4,5.37,a006g000002FDOkAAO,54,1,94.1
a00QL00000DNiR5YAL,005QL00000BrRBpYAN,,Loan-0000003426,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Non Key Account,Salary,Self-employed,1,Equity Takeout,Rental,Single,Declined,621921,3,877,856,52,56.4,4.27,a006g000002FDOlAAO,37,1,95.9
a00QL00000DNiR6YAL,005QL00000BrRBpYAN,,Loan-0000003427,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Commissions,Salary,3,Equity Takeout,Rent To Own,Apartment High Rise,Declined,1131148,4,457,887,51,91.2,9.3,a006g000002FDOmAAO,52,,97.2
a00QL00000DNiR7YAL,005QL00000BrRBpYAN,,Loan-0000003428,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Commissions,Other,3,Refinance,Rental,Row,Declined,499505,5,617,696,13,0.4,5.24,a006g000002FDOnAAO,11,,76.4
a00QL00000DNiR8YAL,005QL00000BrRBpYAN,,Loan-0000003429,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Contract,Contract,3,Purchase Rent to Own,Rental,Semi-detached,Approved,1449055,4,628,551,28,37.5,9.31,a006g000002FDOoAAO,48,,49.1
a00QL00000DNiR9YAL,005QL00000BrRBpYAN,,Loan-0000003430,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Salary,Hourly,1,Purchase,Rental,Single,Declined,584708,6,874,899,30,10,5.4,a006g000002FDOpAAO,79,,21.4
a00QL00000DNiRAYA1,005QL00000BrRBpYAN,,Loan-0000003431,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Hourly,Hourly,1,Refinance,Rent To Own,Single,Declined,764977,4,755,499,34,67.5,7.42,a006g000002FDOqAAO,46,,73
a00QL00000DNiRBYA1,005QL00000BrRBpYAN,,Loan-0000003432,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Commissions,Other,1,Purchase Rent to Own,Owner,Semi-detached,Approved,1319902,3,460,413,9,44,9.96,a006g000002FDOrAAO,37,,79.6
a00QL00000DNiRCYA1,005QL00000BrRBpYAN,,Loan-0000003433,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Contract,Pension,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,Declined,184387,4,870,592,11,33.7,8.06,a006g000002FDOsAAO,5,,73.6
a00QL00000DNiRDYA1,005QL00000BrRBpYAN,,Loan-0000003434,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Contract,Contract,1,Refinance,Rental,Single,Declined,499795,3,827,807,53,95.4,4.2,a006g000002FDOtAAO,25,,97.2
a00QL00000DNiREYA1,005QL00000BrRBpYAN,,Loan-0000003435,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Contract,Hourly,1,Purchase,Rent To Own,Apartment High Rise,Declined,421289,3,604,768,26,71.9,7.25,a006g000002FDOuAAO,14,,78.7
a00QL00000DNiRFYA1,005QL00000BrRBpYAN,,Loan-0000003436,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Contract,Contract,3,Purchase,Owner,Row,Declined,937570,3,504,418,25,86.3,4.64,a006g000002FDOvAAO,9,,90
a00QL00000DNiRGYA1,005QL00000BrRBpYAN,,Loan-0000003437,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Salary,Other,2,Purchase Rent to Own,Owner,Apartment High Rise,Declined,363752,4,587,484,58,39.7,9.5,a006g000002FDOwAAO,54,,61.3
a00QL00000DNiRHYA1,005QL00000BrRBpYAN,,Loan-0000003438,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Pension,Other,3,Refinance,Owner,Semi-detached,Declined,1029006,4,869,627,27,18.8,4.1,a006g000002FDOxAAO,13,,76.4
a00QL00000DNiRIYA1,005QL00000BrRBpYAN,,Loan-0000003439,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Salary,Other,1,Refinance,Rental,Apartment High Rise,Declined,1020231,5,636,517,20,39.3,6.7,a006g000002FDOyAAO,26,,94.9
a00QL00000DNiRJYA1,005QL00000BrRBpYAN,,Loan-0000003440,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Pension,Self-employed,3,Purchase,Owner,Apartment High Rise,Declined,978606,2,515,777,3,22,8.54,a006g000002FDOzAAO,21,1,50.5
a00QL00000DNiRKYA1,005QL00000BrRBpYAN,,Loan-0000003441,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Hourly,Hourly,3,Refinance,Rent To Own,Apartment High Rise,Declined,981479,3,541,766,16,72.4,6.05,a006g000002FDP0AAO,78,,89.8
a00QL00000DNiRLYA1,005QL00000BrRBpYAN,,Loan-0000003442,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Commissions,Hourly,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,Approved,1038113,3,855,815,47,28.1,8.46,a006g000002FDP1AAO,31,,91.1
a00QL00000DNiRMYA1,005QL00000BrRBpYAN,,Loan-0000003443,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Key Account,Self-employed,Other,1,Refinance,Rent To Own,Apartment High Rise,Approved,1314875,3,463,547,5,72.8,9.36,a006g000002FDP2AAO,42,,95
a00QL00000DNiRNYA1,005QL00000BrRBpYAN,,Loan-0000003444,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Watch List,Key Account,Salary,Salary,3,Purchase Rent to Own,Rental,Single,Declined,762135,4,782,458,26,90.7,7.25,a006g000002FDP3AAO,45,,96.9
a00QL00000DNiROYA1,005QL00000BrRBpYAN,,Loan-0000003445,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:33.000+0000,,,Approved,Non Key Account,Contract,Pension,2,Equity Takeout,Owner,Apartment Low Rise,Declined,1164023,3,894,787,31,70.4,6.65,a006g000002FDP4AAO,36,,80.8
